investigation: investigation+N+SG
Diethylstilbestrol: diethylstilbestrol+N+SG
diethylstilbestrol: diethylstilbestrol+N+SG
feeds: feed+N+PL
DES: de+N+PL
creep: creep+N+SG
medication: medication+N+SG
Hydroxazine: hydroxazine+N+SG
casein: casein+N+SG
Drug: drug+N+SG
butterfat: butterfat+N+SG
Cows: cow+N+PL
registry: registry+N+SG
enzymes: Invalid Word
enzyme: Invalid Word
preparations: preparation+N+PL
tags: tag+N+PL
fermentation: fermentation+N+SG
extracts: extract+N+PL
utilization: utilization+N+SG
Ronnel: ronnel+N+SG
grubs: grub+N+PL
hides: hide+N+PL
Methyl: methyl+N+SG
polysiloxanes: polysiloxane+N+PL
Phenothiazine: phenothiazine+N+SG
hookworm: hookworm+N+SG
reproduction: reproduction+N+SG
worm: worm+N+SG
droppings: dropping+N+PL
Feeder: feeder+N+SG
phenothiazine: phenothiazine+N+SG
Procaine: procaine+N+SG
penicillin: penicillin+N+SG
legume: legume+N+SG
pasture: pasture+N+SG
Sodium: sodium+N+SG
propionate: propionate+N+SG
acetonemia: acetonemia+N+SG
ketosis: ketosi+N+PL
Sulfaquinoxaline: sulfaquinoxaline+N+SG
dysentery: dysentery+N+SG
coccidiosis: coccidiosi+N+PL
rumen: rumen+N+SG
sodium: sodium+N+SG
lactate: lactate+N+SG
Promazine: promazine+N+SG
tranquilizer: tranquilizer+N+SG
additive: additive+N+SG
Additive: additive+N+SG
conveyor: conveyor+N+SG
elevator: elevator+N+SG
silos: silo+N+PL
sixties: sixty+N+PL
yrs.: yrs.+N+SG
Companies: company+N+PL
ficiencies: ficiency+N+PL
intensification: intensification+N+SG
distributors: distributor+N+PL
distributor: distributor+N+SG
Average: average+N+SG
assertions: assertion+N+PL
acquisitions: acquisition+N+PL
Display: display+N+SG
headaches: headach+N+PL
Salesmanship: Invalid Word
marketing: marketing+N+SG
slants: slant+N+PL
niceties: nicety+N+PL
Computers: computer+N+PL
selling: selling+N+SG
economies: economy+N+PL
mos.: mos.+N+SG
Distribution: distribution+N+SG
commercialization: commercialization+N+SG
beverage: beverage+N+SG
Solutions: solution+N+PL
politeness: politeness+N+SG
crux: crux+N+SG
certification: certification+N+SG
catalogs: catalog+N+PL
necessities: necessity+N+PL
coverings: covering+N+PL
Makes: make+N+PL
purchases: purchas+N+PL
carpentry: carpentry+N+SG
exhibitions: Invalid Word
inhibition: inhibition+N+SG
dissection: dissection+N+SG
Consultation: consultation+N+SG
educator: educator+N+SG
Participation: participation+N+SG
initials: initial+N+PL
catalog: catalog+N+SG
standing: standing+N+SG
molding: molding+N+SG
disservice: disservice+N+SG
irresponsibility: irresponsibility+N+SG
confreres: confrere+N+PL
correlation: correlation+N+SG
accreditation: accreditation+N+SG
aquisition: aquisition+N+SG
habit: habit+N+SG
repute: repute+N+SG
mitigation: mitigation+N+SG
productivity: productivity+N+SG
absenteeism: absenteeism+N+SG
turnover: turnover+N+SG
midweek: midweek+N+SG
boiler: boiler+N+SG
taxis: taxi+N+PL
shutdown: Invalid Word
vacations: vacation+N+PL
shutdowns: Invalid Word
treatments: treatment+N+PL
Unions: union+N+PL
facsimile: facsimile+N+SG
checkbook: checkbook+N+SG
$227.72: $227.72+N+SG
Insurance: insurance+N+SG
bereavement: bereavement+N+SG
deceased: deceased+N+SG
Cof: cof+N+SG
breaks: break+N+PL
hike: hike+N+SG
dispensers: dispenser+N+PL
containers: container+N+PL
drinkers: drinker+N+PL
die: die+N+SG
deadheads: deadhead+N+PL
coin: coin+N+SG
Workers: worker+N+PL
absences: absence+N+PL
illnesses: illness+N+PL
layof: layof+N+SG
inconvenience: inconvenience+N+SG
startups: startup+N+PL
absentee: absentee+N+SG
concessionaire: concessionaire+N+SG
dishwater: Invalid Word
rap: rap+N+SG
replacements: replacement+N+PL
firearms: firearm+N+PL
ammunition: ammunition+N+SG
loader: loader+N+SG
slide: slide+N+SG
shoot: Invalid Word
SAAMI: saami+N+SG
consultants: consultant+N+PL
SAAMI's: saami'+N+PL
carryover: carryover+N+SG
OEP: oep+N+SG
Personnel: personnel+N+SG
THC: thc+N+SG
appreciations: appreciation+N+PL
assists: assist+N+PL
Help: help+N+SG
seagulls: seagull+N+PL
bluefish: Invalid Word
campground: campground+N+SG
tents: tent+N+PL
pup: pup+N+SG
camper: camper+N+SG
parachutes: parachute+N+PL
sunshades: Invalid Word
stoves: stove+N+PL
lanterns: lantern+N+PL
bedding: bedding+N+SG
windbreaks: windbreak+N+PL
campgrounds: campground+N+PL
Dealers: dealer+N+PL
campers: camper+N+PL
challenges: challenge+N+PL
guesses: guess+N+PL
sleeping: sleeping+N+SG
campsites: campsite+N+PL
rods: rod+N+PL
binoculars: binocular+N+PL
migration: migration+N+SG
$29: $29+N+SG
AAA: aaa+N+SG
$10.50: $10.50+N+SG
$9.50: $9.50+N+SG
resorts: resort+N+PL
tow: tow+N+SG
comforts: comfort+N+PL
logger: logger+N+SG
helps: help+N+PL
keeping: keeping+N+SG
Camp: camp+N+SG
mattresses: mattress+N+PL
bad: bad+N+SG
disillusionment: disillusionment+N+SG
remedies: remedy+N+PL
gage: gage+N+SG
incomes: income+N+PL
contributor: contributor+N+SG
advancement: advancement+N+SG
turbine: turbine+N+SG
switchgear: switchgear+N+SG
classifications: classification+N+PL
quotations: quotation+N+PL
fad: fad+N+SG
equivalence: equivalence+N+SG
ASME: asme+N+SG
AIEE: aiee+N+SG
AIChE: aiche+N+SG
Engrg: engrg+N+SG
secretaries: secretary+N+PL
Promotion: promotion+N+SG
longevity: longevity+N+SG
remuneration: remuneration+N+SG
Publicity: publicity+N+SG
patents: patent+N+PL
Salaries: salary+N+PL
parking: parking+N+SG
badge: badge+N+SG
Operations: operation+N+PL
evaluations: evaluation+N+PL
$14,000: $14,000+N+SG
particular: particular+N+SG
tenants: tenant+N+PL
easement: easement+N+SG
supplier: supplier+N+SG
oilheating: oilheating+N+SG
hookups: hookup+N+PL
fueloil: fueloil+N+SG
gallonage: gallonage+N+SG
township: Invalid Word
crescent: Invalid Word
stipulation: stipulation+N+SG
24'': 24''+N+SG
piping: piping+N+SG
shocks: Invalid Word
trucking: trucking+N+SG
gallon: gallon+N+SG
easements: easement+N+PL
options: option+N+PL
ditcher: ditcher+N+SG
trenches: trench+N+PL
gargle: gargle+N+SG
coolant: coolant+N+SG
inhibitors: inhibitor+N+PL
cleaner: cleaner+N+SG
inhibitor: inhibitor+N+SG
leaks: leak+N+PL
hoses: hos+N+PL
hose: hose+N+SG
plugs: plug+N+PL
gaskets: gasket+N+PL
fittings: fitting+N+PL
bugs: bug+N+PL
radiator: radiator+N+SG
fluids: fluid+N+PL
breakdowns: breakdown+N+PL
thermostats: thermostat+N+PL
Spring: spring+N+SG
thermos: thermo+N+PL
fouling: fouling+N+SG
insulators: insulator+N+PL
clause: clause+N+SG
discount: Invalid Word
Discounts: Invalid Word
reductions: reduction+N+PL
deductibles: deductible+N+PL
liability: liability+N+SG
saving: saving+N+SG
plastics: plastic+N+PL
escutcheons: Invalid Word
medallions: medallion+N+PL
neon: neon+N+SG
tubing: tubing+N+SG
Evidence: evidence+N+SG
85%: 85%+N+SG
Plastics: plastic+N+PL
transparency: Invalid Word
translucency: Invalid Word
fabrication: fabrication+N+SG
Plastic: plastic+N+SG
lb.: lb.+N+SG
durability: durability+N+SG
mountings: mounting+N+PL
Advances: advance+N+PL
styrene: styrene+N+SG
acrylic: acrylic+N+SG
formability: formability+N+SG
methyl: methyl+N+SG
methacrylate: methacrylate+N+SG
monomer: monomer+N+SG
Sheeting: Invalid Word
Cellulose: cellulose+N+SG
acetate: acetate+N+SG
butyrate: butyrate+N+SG
laminate: laminate+N+SG
MPl: mpl+N+SG
vinyl: vinyl+N+SG
plastisols: plastisol+N+PL
polyester: polyester+N+SG
overlay: overlay+N+SG
cellulose: cellulose+N+SG
polyethylene: polyethylene+N+SG
expectancy: Invalid Word
advancements: advancement+N+PL
billboard: billboard+N+SG
billboards: billboard+N+PL
lumen: lumen+N+SG
adhesive: adhesive+N+SG
Panels: panel+N+PL
Signs: sign+N+PL
cutouts: cutout+N+PL
triangles: triangle+N+PL
sec.: sec.+N+SG
ft.: ft.+N+SG
pegs: peg+N+PL
openings: opening+N+PL
brackets: bracket+N+PL
installations: installation+N+PL
formulation: formulation+N+SG
corrugations: corrugation+N+PL
bathtub: bathtub+N+SG
doorway: doorway+N+SG
studs: stud+N+PL
stud: stud+N+SG
stair: stair+N+SG
homebuilders: homebuilder+N+PL
no.: no.+N+SG
earthmoving: earthmoving+N+SG
roadbuilding: roadbuilding+N+SG
driveways: driveway+N+PL
drywall: drywall+N+SG
siding: siding+N+SG
trusses: truss+N+PL
roofing: roofing+N+SG
teamwork: teamwork+N+SG
carrier: carrier+N+SG
asphalt: asphalt+N+SG
hardboard: hardboard+N+SG
gypsum: gypsum+N+SG
wallboard: wallboard+N+SG
sheathing: Invalid Word
asbestos: asbesto+N+PL
Truck: truck+N+SG
NLRDA: nlrda+N+SG
mills: mill+N+PL
carloading: carloading+N+SG
$.50: $.50+N+SG
$.30/mbf: $.30/mbf+N+SG
$1.65: $1.65+N+SG
Lumber: lumber+N+SG
48'': 48''+N+SG
30'': 30''+N+SG
packets: packet+N+PL
7'': 7''+N+SG
bd/ft: bd/ft+N+SG
50': 50'+N+SG
12': 12'+N+SG
forklift: forklift+N+SG
21%: 21%+N+SG
$.07/cwt: $.07/cwt+N+SG
carloads: carload+N+PL
$4/mbf: $4/mbf+N+SG
$.054/mbf: $.054/mbf+N+SG
hauls: haul+N+PL
$.75: $.75+N+SG
$2.30/mbf: $2.30/mbf+N+SG
NRLDA's: nrlda'+N+PL
packages: package+N+PL
truckdriver: truckdriver+N+SG
third: third+N+SG
manhours: manhour+N+PL
Builder: builder+N+SG
NAHB: nahb+N+SG
bricklaying: bricklaying+N+SG
SCR: Invalid Word
bricklayers: bricklayer+N+PL
bricks: brick+N+PL
$81: $81+N+SG
$43.50: $43.50+N+SG
$7.50: $7.50+N+SG
$36: $36+N+SG
scaffold: Invalid Word
carpenter: carpenter+N+SG
anachronism: anachronism+N+SG
$.65: $.65+N+SG
$.03: $.03+N+SG
finisher: Invalid Word
happenstance: happenstance+N+SG
piazzas: Invalid Word
plazas: plaza+N+PL
forums: forum+N+PL
palaces: palace+N+PL
capitals: capital+N+PL
champagne: champagne+N+SG
stairways: stairway+N+PL
crags: crag+N+PL
gourmets: gourmet+N+PL
diathesis: diathesi+N+PL
dockside: dockside+N+SG
$3.00: $3.00+N+SG
$1.00: $1.00+N+SG
$2.00: $2.00+N+SG
kilometer: kilometer+N+SG
$.80: $.80+N+SG
$.90: $.90+N+SG
makes: make+N+PL
sedans: sedan+N+PL
racks: rack+N+PL
luxuries: luxury+N+PL
$1.26: $1.26+N+SG
$1.10: $1.10+N+SG
$.105: $.105+N+SG
$.86: $.86+N+SG
$.30: $.30+N+SG
nickel: nickel+N+SG
$3.50: $3.50+N+SG
$7.00: $7.00+N+SG
$8.00: $8.00+N+SG
$.12: $.12+N+SG
Rates: rate+N+PL
$14.00: $14.00+N+SG
guarantee: guarantee+N+SG
reputations: reputation+N+PL
$12.00: $12.00+N+SG
limousine: limousine+N+SG
$10.00: $10.00+N+SG
chauf: chauf+N+SG
feur: feur+N+SG
kilometers: kilometer+N+PL
hinterlands: hinterland+N+PL
peanuts: peanut+N+PL
linguist: linguist+N+SG
drawl: drawl+N+SG
oversoftness: oversoftness+N+SG
Conclusions: conclusion+N+PL
flirtation: flirtation+N+SG
gambit: gambit+N+SG
tandem: tandem+N+SG
programming: programming+N+SG
junctures: juncture+N+PL
blubber: blubber+N+SG
anthropology: anthropology+N+SG
linguistics: linguistic+N+PL
norms: norm+N+PL
talker: talker+N+SG
linguists: linguist+N+PL
therapy: therapy+N+SG
1950's: 1950'+N+PL
paralanguage: paralanguage+N+SG
kinesics: kinesic+N+PL
fade: fade+N+SG
ending: ending+N+SG
mom: mom+N+SG
psychiatry: Invalid Word
playbacks: playback+N+PL
1940's: 1940'+N+PL
psychiatrists: Invalid Word
cues: cue+N+PL
psychotherapy: Invalid Word
therapist: therapist+N+SG
therapists: therapist+N+PL
charting: charting+N+SG
ambiguity: ambiguity+N+SG
disinclination: disinclination+N+SG
Interpretation: interpretation+N+SG
giveaways: giveaway+N+PL
chartings: charting+N+PL
triad: triad+N+SG
itemization: itemization+N+SG
questioning: questioning+N+SG
psychotherapists: Invalid Word
indicators: indicator+N+PL
actuality: actuality+N+SG
neurasthenic: neurasthenic+N+SG
soma: soma+N+SG
psyche: Invalid Word
freighter: freighter+N+SG
mole: mole+N+SG
explosive: explosive+N+SG
ammo: ammo+N+SG
warfront: warfront+N+SG
Use: use+N+SG
stockpiling: stockpiling+N+SG
depot: depot+N+SG
smokescreen: Invalid Word
incendiaries: incendiary+N+PL
cargo: cargo+N+SG
Secrecy: Invalid Word
decks: deck+N+PL
convoy: convoy+N+SG
troopship: Invalid Word
raids: raid+N+PL
squadron: squadron+N+SG
squadrons: squadron+N+PL
Telephone: telephone+N+SG
handmaiden: handmaiden+N+SG
tracers: tracer+N+PL
paradise: paradise+N+SG
grimness: grimness+N+SG
whispering: whispering+N+SG
gangplank: gangplank+N+SG
grins: grin+N+PL
schooner: Invalid Word
olive: olive+N+SG
flashlight: Invalid Word
tinsel: tinsel+N+SG
blips: blip+N+PL
crewmen: crewmen+N+SG
flares: flare+N+PL
airports: airport+N+PL
beacon: beacon+N+SG
MP's: mp'+N+PL
Merchant: merchant+N+SG
casks: cask+N+PL
gunners: gunner+N+PL
cries: cry+N+PL
merriment: merriment+N+SG
previsions: prevision+N+PL
coincidences: coincidence+N+PL
scorn: Invalid Word
slab: slab+N+SG
Dreams: dream+N+PL
telepathy: telepathy+N+SG
clairvoyance: clairvoyance+N+SG
prevision: prevision+N+SG
retrovision: retrovision+N+SG
continuities: continuity+N+PL
Skeptics: skeptic+N+PL
dreamer: dreamer+N+SG
imagery: imagery+N+SG
images: image+N+PL
solitary: solitary+N+SG
Space: space+N+SG
immensity: immensity+N+SG
journeys: journey+N+PL
pulsation: pulsation+N+SG
counterpart: counterpart+N+SG
Consciousness: Invalid Word
progressions: progression+N+PL
treasure: treasure+N+SG
fadeout: fadeout+N+SG
substitution: substitution+N+SG
joblot: joblot+N+SG
forgetfulness: forgetfulness+N+SG
obliteration: obliteration+N+SG
psychologist: Invalid Word
orator: orator+N+SG
nutrition: nutrition+N+SG
handicaps: handicap+N+PL
erosion: erosion+N+SG
plowing: plowing+N+SG
fertilizers: fertilizer+N+PL
insecticides: insecticide+N+PL
conservationist: conservationist+N+SG
herd: herd+N+SG
wastes: waste+N+PL
pails: pail+N+PL
shredder: Invalid Word
spreader: spreader+N+SG
soils: soil+N+PL
enrichment: enrichment+N+SG
fungicides: fungicide+N+PL
carrots: carrot+N+PL
turnips: turnip+N+PL
rutabagas: rutabaga+N+PL
beets: beet+N+PL
cabbage: cabbage+N+SG
squash: Invalid Word
rotenone: rotenone+N+SG
wholewheat: wholewheat+N+SG
Adults: adult+N+PL
menus: menu+N+PL
soy: soy+N+SG
grinding: grinding+N+SG
cereals: cereal+N+PL
cereal: cereal+N+SG
cornmeal: cornmeal+N+SG
buckshot: Invalid Word
Salads: salad+N+PL
egetables: egetable+N+PL
freezer: freezer+N+SG
salads: salad+N+PL
suey: suey+N+SG
Lots: lot+N+PL
Hens: hen+N+PL
roosters: rooster+N+PL
fertility: fertility+N+SG
Organ: organ+N+SG
puddings: pudding+N+PL
Apples: apple+N+PL
Oranges: orange+N+PL
kelp: kelp+N+SG
spaghetti: spaghetti+N+SG
loaves: loave+N+PL
insecticide: insecticide+N+SG
residues: residue+N+PL
chewing: chewing+N+SG
maple: maple+N+SG
hikes: hike+N+PL
Maple: maple+N+SG
Candy: candy+N+SG
treats: treat+N+PL
Soup: soup+N+SG
hiking: hiking+N+SG
shampoo: Invalid Word
sheen: Invalid Word
complexion: complexion+N+SG
biplane: biplane+N+SG
Wires: wire+N+PL
plume: plume+N+SG
gravel: gravel+N+SG
roadbed: roadbed+N+SG
girders: girder+N+PL
cloudburst: cloudburst+N+SG
Clerks: clerk+N+PL
postmasters: postmaster+N+PL
muck: muck+N+SG
aviator: aviator+N+SG
sod: sod+N+SG
hillside: hillside+N+SG
landings: landing+N+PL
quarrymen: quarrymen+N+SG
flyers: flyer+N+PL
hops: hop+N+PL
hob: hob+N+SG
terminals: terminal+N+PL
flier: flier+N+SG
barnstormer: barnstormer+N+SG
aviators: aviator+N+PL
backers: backer+N+PL
leak: leak+N+SG
airline: airline+N+SG
haul: haul+N+SG
wreckage: wreckage+N+SG
blur: blur+N+SG
landing: landing+N+SG
pouches: pouch+N+PL
telegram: telegram+N+SG
airplanes: airplane+N+PL
vagaries: vagary+N+PL
togs: tog+N+PL
felt: felt+N+SG
sheepskin: Invalid Word
helmet: helmet+N+SG
goggles: goggle+N+PL
mittens: mitten+N+PL
visibility: visibility+N+SG
Ceilings: ceiling+N+PL
hangar: hangar+N+SG
aviation: aviation+N+SG
sleet: sleet+N+SG
clocks: clock+N+PL
bark: bark+N+SG
Plane: plane+N+SG
reckoning: reckoning+N+SG
overcast: overcast+N+SG
mist: mist+N+SG
messenger: messenger+N+SG
meadows: meadow+N+PL
barnyards: barnyard+N+PL
repairmen: repairmen+N+SG
barracks: barrack+N+PL
slipstream: slipstream+N+SG
Tracks: track+N+PL
penman: penman+N+SG
stickler: stickler+N+SG
penny: penny+N+SG
dictionary: dictionary+N+SG
fogy: fogy+N+SG
Conferences: conference+N+PL
invalids: invalid+N+PL
serenity: serenity+N+SG
unhappiness: unhappiness+N+SG
whirl: whirl+N+SG
knack: knack+N+SG
doll: doll+N+SG
hem: hem+N+SG
buttonholes: buttonhole+N+PL
rugs: rug+N+PL
ceramics: ceramic+N+PL
cakes: cake+N+PL
candies: candy+N+PL
calorie: calorie+N+SG
gadgets: gadget+N+PL
housework: housework+N+SG
forte: forte+N+SG
slips: slip+N+PL
dejection: dejection+N+SG
hobbies: hobby+N+PL
timetables: timetable+N+PL
dolls: doll+N+PL
hobby: hobby+N+SG
clippings: clipping+N+PL
puzzles: Invalid Word
n'th: n'th+N+SG
Luck: luck+N+SG
Days: day+N+PL
creativity: creativity+N+SG
coop: coop+N+SG
burrow: burrow+N+SG
hive: hive+N+SG
sameness: sameness+N+SG
forbears: forbear+N+PL
blitzes: blitz+N+PL
resultant: resultant+N+SG
acrobats: acrobat+N+PL
artisan: artisan+N+SG
procreativity: procreativity+N+SG
honeymooners: honeymooner+N+PL
gynecologists: gynecologist+N+PL
intercourse: intercourse+N+SG
Privacy: Invalid Word
stateroom: stateroom+N+SG
consummation: consummation+N+SG
virginity: virginity+N+SG
hymen: hymen+N+SG
bleeding: bleeding+N+SG
membrane: membrane+N+SG
vagina: vagina+N+SG
Hymen: hymen+N+SG
exaggerations: exaggeration+N+PL
hymens: hymen+N+PL
Gynecologists: gynecologist+N+PL
manuals: manual+N+PL
outgrowth: outgrowth+N+SG
dilation: dilation+N+SG
childbirth: childbirth+N+SG
dilatation: dilatation+N+SG
reflex: reflex+N+SG
intrusion: intrusion+N+SG
prolongation: prolongation+N+SG
caresses: caress+N+PL
lubricant: lubricant+N+SG
physicians: physician+N+PL
differences: difference+N+PL
urethra: urethra+N+SG
virility: virility+N+SG
decisiveness: decisiveness+N+SG
Ruthlessness: ruthlessness+N+SG
orgasm: orgasm+N+SG
divergence: divergence+N+SG
Dif: dif+N+SG
nudity: nudity+N+SG
matron: matron+N+SG
nudist: nudist+N+SG
Attempts: attempt+N+PL
censorship: Invalid Word
crusader: crusader+N+SG
proponent: proponent+N+SG
epitome: epitome+N+SG
nudism: nudism+N+SG
cares: care+N+PL
counselors: counselor+N+PL
masculinity: Invalid Word
maleness: maleness+N+SG
favors: favor+N+PL
custody: custody+N+SG
counselor: counselor+N+SG
PT: pt+N+SG
overtures: overture+N+PL
urge: urge+N+SG
becoming: becoming+N+SG
threshhold: Invalid Word
aggressor: aggressor+N+SG
Society: society+N+SG
bacon: bacon+N+SG
roost: roost+N+SG
Grandma: grandma+N+SG
gynecologist: gynecologist+N+SG
'90s: '90+N+PL
Wives: wive+N+PL
marketplace: marketplace+N+SG
flapper: flapper+N+SG
Circumstances: circumstance+N+PL
sway: sway+N+SG
tradesmen: tradesmen+N+SG
Marriage: marriage+N+SG
arousal: arousal+N+SG
affair: affair+N+SG
passivity: passivity+N+SG
cure: cure+N+SG
prostitute: prostitute+N+SG
say: say+N+SG
trollop: trollop+N+SG
oleomargarine: oleomargarine+N+SG
tycoon: tycoon+N+SG
procurer: procurer+N+SG
teenager: teenager+N+SG
chaperone: chaperone+N+SG
audition: audition+N+SG
financier: financier+N+SG
yearnings: yearning+N+PL
gamblers: gambler+N+PL
croupier: croupier+N+SG
casino: casino+N+SG
fiddling: fiddling+N+SG
revels: revel+N+PL
halls: hall+N+PL
lass: lass+N+SG
servitors: servitor+N+PL
pimp: pimp+N+SG
courtesan: courtesan+N+SG
Newspapers: newspaper+N+PL
autopsy: Invalid Word
morphine: morphine+N+SG
dope: dope+N+SG
bracket: bracket+N+SG
kidney: kidney+N+SG
disorder: disorder+N+SG
ozone: ozone+N+SG
applicator: applicator+N+SG
Cancer: cancer+N+SG
ailment: ailment+N+SG
sage: sage+N+SG
tumors: tumor+N+PL
cysts: Invalid Word
quack: quack+N+SG
quackery: quackery+N+SG
quacks: quack+N+PL
miseries: misery+N+PL
metals: metal+N+PL
wires: wire+N+PL
ticks: tick+N+PL
buzzes: Invalid Word
con: con+N+SG
vocabulary: vocabulary+N+SG
impotence: impotence+N+SG
faker: faker+N+SG
anaprapath: anaprapath+N+SG
physiotherapist: physiotherapist+N+SG
electrotherapist: electrotherapist+N+SG
naturopath: naturopath+N+SG
sanipractor: sanipractor+N+SG
cultist: cultist+N+SG
masseur: masseur+N+SG
letterhead: letterhead+N+SG
hawker: hawker+N+SG
plunder: plunder+N+SG
Authorities: authority+N+PL
$1020: $1020+N+SG
$4200: $4200+N+SG
chiropractor: chiropractor+N+SG
radioclast: radioclast+N+SG
diagnometer: diagnometer+N+SG
FDA: fda+N+SG
$610: $610+N+SG
charlatans: charlatan+N+PL
BBB: bbb+N+SG
policing: policing+N+SG
loot: loot+N+SG
ghouls: ghoul+N+PL
townsman: townsman+N+SG
practitioner: practitioner+N+SG
arsenic: arsenic+N+SG
strychnine: strychnine+N+SG
insulin: insulin+N+SG
spike: spike+N+SG
barium: barium+N+SG
chloride: chloride+N+SG
$306: $306+N+SG
healer: healer+N+SG
knobs: knob+N+PL
prescription: Invalid Word
compresses: compress+N+PL
fast: fast+N+SG
$35,823: $35,823+N+SG
ghoul: ghoul+N+SG
blankets: blanket+N+PL
$185: $185+N+SG
cures: cure+N+PL
oldsters: oldster+N+PL
FDA's: fda'+N+PL
Quacks: quack+N+PL
ferers: ferer+N+PL
arthritis: arthriti+N+PL
rheumatism: rheumatism+N+SG
avarice: avarice+N+SG
classmate: classmate+N+SG
orthodontist: orthodontist+N+SG
dentist: dentist+N+SG
jaws: jaw+N+PL
orthodontics: orthodontic+N+PL
occlusion: occlusion+N+SG
Malocclusion: malocclusion+N+SG
malocclusion: malocclusion+N+SG
thrusting: thrusting+N+SG
jawbone: jawbone+N+SG
malformations: malformation+N+PL
protrusion: protrusion+N+SG
lowers: lower+N+PL
eyeteeth: eyeteeth+N+SG
fangs: fang+N+PL
predisposition: predisposition+N+SG
Tooth: tooth+N+SG
deformity: deformity+N+SG
thumbs: thumb+N+PL
molar: molar+N+SG
jumble: jumble+N+SG
alignment: alignment+N+SG
pyorrhea: pyorrhea+N+SG
appliance: appliance+N+SG
soreness: soreness+N+SG
retention: retention+N+SG
molars: molar+N+PL
$750: $750+N+SG
$1,200: $1,200+N+SG
$650: $650+N+SG
orthodontists: orthodontist+N+PL
clinics: clinic+N+PL
births: birth+N+PL
Nature: nature+N+SG
try: try+N+SG
Plaster: plaster+N+SG
alginates: alginate+N+PL
checkup: checkup+N+SG
nicknames: nickname+N+PL
prognoses: prognos+N+PL
sitter: sitter+N+SG
mediums: medium+N+PL
